order	time	memory	cross_entropy	input_file	architecture	number_of_states	threads	fit	params_json	train_opt_json	no_mean	log_file
296	1855.01	180532.0	7.067844064811863	drosophila_melanogaster_genes_exons.bed	combined	10	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	0	trainig_log
297	2740.24	180464.0	7.051994661459679	drosophila_melanogaster_genes_exons.bed	combined	12	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	0	trainig_log
298	2956.62	180808.0	7.0504665850640205	drosophila_melanogaster_genes_exons.bed	combined	14	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	0	trainig_log
299	3055.9	180668.0	7.140992584962138	drosophila_melanogaster_genes_exons.bed	combined	16	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	0	trainig_log
300	3118.59	180600.0	7.0561353952169075	drosophila_melanogaster_genes_exons.bed	combined	18	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	0	trainig_log
301	3558.7	180652.0	7.136220293080151	drosophila_melanogaster_genes_exons.bed	combined	20	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	0	trainig_log
302	3115.03	180696.0	7.137890323940498	drosophila_melanogaster_genes_exons.bed	combined	22	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	0	trainig_log
303	1512.79	180980.0	7.137713624525353	drosophila_melanogaster_genes_exons.bed	combined	24	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	0	trainig_log
304	2517.29	180656.0	7.13515509849654	drosophila_melanogaster_genes_exons.bed	combined	26	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	0	trainig_log
305	3728.32	180896.0	7.062316661848374	drosophila_melanogaster_genes_exons.bed	combined	28	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	0	trainig_log
306	2779.23	180828.0	7.0559214741585485	drosophila_melanogaster_genes_exons.bed	combined	30	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	0	trainig_log
307	4009.21	180840.0	7.1384543285742135	drosophila_melanogaster_genes_exons.bed	combined	32	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	0	trainig_log
308	23.55	168596.0	6.85758814805609	far_gaussian.npy	combined	2	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
309	34.86	168300.0	6.851783364465891	far_gaussian.npy	combined	4	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
310	67.76	167852.0	6.246644005484562	far_gaussian.npy	combined	6	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
311	99.75	168364.0	5.977875664457325	far_gaussian.npy	combined	8	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
312	176.05	168300.0	5.971889241038403	far_gaussian.npy	combined	10	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
313	363.18	167968.0	5.796522131079932	far_gaussian.npy	combined	12	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
314	411.09	168688.0	5.665558342867607	far_gaussian.npy	combined	14	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
315	665.65	168644.0	5.518534532740931	far_gaussian.npy	combined	16	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
316	806.09	168544.0	5.512647232938669	far_gaussian.npy	combined	18	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
317	827.93	168944.0	5.398938542063124	far_gaussian.npy	combined	20	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
318	1357.24	168544.0	5.362101950873319	far_gaussian.npy	combined	22	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
319	1288.98	168600.0	5.333066428065141	far_gaussian.npy	combined	24	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
320	1173.83	168604.0	5.296782278806306	far_gaussian.npy	combined	26	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
321	2137.78	168808.0	5.262732153250275	far_gaussian.npy	combined	28	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
322	2401.8	168672.0	5.235147274745988	far_gaussian.npy	combined	30	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
323	7.29	167924.0	46.05170185988091	far_gaussian.npy	escape_chain	2	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
324	6.93	167888.0	46.05170185988091	far_gaussian.npy	escape_chain	4	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
325	8.65	168016.0	46.05170185988091	far_gaussian.npy	escape_chain	6	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
326	7.06	167500.0	46.05170185988091	far_gaussian.npy	escape_chain	8	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
327	9.12	168412.0	46.05170185988091	far_gaussian.npy	escape_chain	10	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
328	12.75	168444.0	46.05170185988091	far_gaussian.npy	escape_chain	12	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
329	12.11	168408.0	46.05170185988091	far_gaussian.npy	escape_chain	14	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
330	19.64	167524.0	46.05170185988091	far_gaussian.npy	escape_chain	16	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
331	18.67	168216.0	46.05170185988091	far_gaussian.npy	escape_chain	18	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
332	19.34	168128.0	46.05170185988091	far_gaussian.npy	escape_chain	20	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
333	25.99	168280.0	46.05170185988091	far_gaussian.npy	escape_chain	22	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
334	21.39	168328.0	46.05170185988091	far_gaussian.npy	escape_chain	24	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
335	24.95	167992.0	46.05170185988091	far_gaussian.npy	escape_chain	26	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
336	36.67	167912.0	46.05170185988091	far_gaussian.npy	escape_chain	28	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
337	42.17	168148.0	46.05170185988091	far_gaussian.npy	escape_chain	30	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
338	7.28	167868.0	43.749140030627984	uniform.npy	escape_chain	2	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
339	9.32	167992.0	39.308766327960406	uniform.npy	escape_chain	4	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
340	9.52	168080.0	34.94123015377373	uniform.npy	escape_chain	6	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
341	9.88	167476.0	30.614749243706694	uniform.npy	escape_chain	8	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
342	20.75	168272.0	26.31734651471975	uniform.npy	escape_chain	10	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
343	34.94	168192.0	22.042123844385863	uniform.npy	escape_chain	12	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
344	38.29	167824.0	17.78533459179545	uniform.npy	escape_chain	14	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
345	46.99	167892.0	13.543968795460618	uniform.npy	escape_chain	16	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
346	73.49	168040.0	9.315990596472222	uniform.npy	escape_chain	18	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
347	74.52	167960.0	5.099805299211993	uniform.npy	escape_chain	20	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
348	97.41	167628.0	2.995733689817566	uniform.npy	escape_chain	22	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
349	99.87	168008.0	2.995733408373644	uniform.npy	escape_chain	24	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
350	118.38	167892.0	2.9957341683015954	uniform.npy	escape_chain	26	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
351	122.63	168248.0	2.995734685468765	uniform.npy	escape_chain	28	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
352	144.9	168052.0	2.9957338962550666	uniform.npy	escape_chain	30	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
353	6.16	167980.0	46.05170185988091	bimodal.npy	escape_chain	2	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
354	6.88	168672.0	46.05170185988091	bimodal.npy	escape_chain	4	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
355	7.13	168536.0	46.05170185988091	bimodal.npy	escape_chain	6	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
356	7.65	168524.0	45.96131178813117	bimodal.npy	escape_chain	8	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
357	10.5	168804.0	45.50967913307881	bimodal.npy	escape_chain	10	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
358	47.61	168516.0	44.22052938861101	bimodal.npy	escape_chain	12	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
359	52.37	169004.0	40.851014326608684	bimodal.npy	escape_chain	14	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
360	41.21	168060.0	35.04307096051374	bimodal.npy	escape_chain	16	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
361	104.49	167856.0	29.71427392425581	bimodal.npy	escape_chain	18	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
362	62.12	168764.0	26.382916777111202	bimodal.npy	escape_chain	20	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
363	144.42	168592.0	24.94040969267517	bimodal.npy	escape_chain	22	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
364	69.94	168192.0	24.424051244661502	bimodal.npy	escape_chain	24	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
365	88.24	168096.0	24.25404441584508	bimodal.npy	escape_chain	26	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
366	50.42	168244.0	24.280642555353012	bimodal.npy	escape_chain	28	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
367	104.65	168580.0	24.196660230749305	bimodal.npy	escape_chain	30	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	0	trainig_log
368	3.51	168096.0	3.302168113454812	uniform.npy	chain	2	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
369	3.0	168272.0	7.3827686691604475	uniform.npy	chain	4	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
370	4.35	167548.0	11.581476070203454	uniform.npy	chain	6	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
371	4.11	168188.0	15.793503186599107	uniform.npy	chain	8	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
372	4.28	168172.0	20.020778934909178	uniform.npy	chain	10	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
373	3.07	167776.0	24.28739762545597	uniform.npy	chain	12	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
374	3.7	167660.0	28.537106999710165	uniform.npy	chain	14	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
375	4.06	168016.0	32.81905303887105	uniform.npy	chain	16	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
376	3.81	168244.0	37.14555632750089	uniform.npy	chain	18	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
377	3.93	168052.0	41.53184190017955	uniform.npy	chain	20	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
378	2.94	168028.0	46.05170185988092	uniform.npy	chain	22	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
379	3.91	167440.0	46.05170185988092	uniform.npy	chain	24	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
380	4.1	167784.0	46.05170185988092	uniform.npy	chain	26	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
381	3.64	167748.0	46.05170185988092	uniform.npy	chain	28	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
382	4.09	167588.0	46.05170185988092	uniform.npy	chain	30	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
383	2.94	167688.0	46.05170185988091	far_gaussian.npy	escape_chain	2	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
384	3.14	167696.0	46.05170185988091	far_gaussian.npy	escape_chain	4	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
385	3.68	168196.0	46.05170185988091	far_gaussian.npy	escape_chain	6	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
386	3.93	168084.0	46.05170185988091	far_gaussian.npy	escape_chain	8	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
387	4.15	168100.0	46.05170185988091	far_gaussian.npy	escape_chain	10	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
388	3.23	168036.0	46.05170185988091	far_gaussian.npy	escape_chain	12	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
389	4.02	167984.0	46.05170185988091	far_gaussian.npy	escape_chain	14	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
390	3.55	167996.0	46.05170185988091	far_gaussian.npy	escape_chain	16	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
391	3.09	168324.0	46.05170185988091	far_gaussian.npy	escape_chain	18	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
392	4.2	167712.0	46.05170185988091	far_gaussian.npy	escape_chain	20	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
393	3.72	168088.0	46.05170185988091	far_gaussian.npy	escape_chain	22	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
